Block Structure Code,Total Block Rateable Value,Block Name,BD Code (Only issued if block contains Homeowners)
STR017029,568,FOXLEY ROAD ,BD001033
STR017030,568,FOXLEY ROAD 33 A-D,BD001034
STR017031,568,FOXLEY ROAD 35 A-D,BD001035
STR017032,882,FOXLEY ROAD 37 A-E,BD001036
STR017033,653,FOXLEY ROAD ,
STR017034,901,FOXLEY ROAD 34 A-E,BD001044
STR017035,905,FOXLEY ROAD 42 A-E,BD001047
STR017036,810,FOXLEY ROAD 44 A-D,BD001048
STR017037,463,LILFORD ROAD ,
STR017038,463,LILFORD ROAD ,BD000862
STR017039,463,LILFORD ROAD ,BD000863
STR017040,463,LILFORD ROAD ,BD000864
STR017041,463,LILFORD ROAD ,
STR017042,463,LILFORD ROAD ,BD000865
STR017043,463,LILFORD ROAD ,BD000885
STR017044,463,LILFORD ROAD ,BD000886
STR017045,472,LILFORD ROAD ,BD000887
STR017046,485,LILFORD ROAD ,BD000894
STR017047,434,LILFORD ROAD ,BD000819
STR017048,434,LILFORD ROAD ,BD000820
STR017049,434,LILFORD ROAD ,BD000821
STR017050,223,LILFORD ROAD ,BD000824
STR017051,434,LILFORD ROAD ,BD000825
STR017052,544,LILFORD ROAD ,
STR017053,473,LILFORD ROAD ,BD000963
STR017054,473,LILFORD ROAD ,
STR017056,596,LILFORD ROAD ,
STR017057,144,VASSALL ROAD ,BD000908
STR017058,144,VASSALL ROAD ,BD000908
STR017059,749,VASSALL ROAD ,
STR017060,716,VASSALL ROAD 99 A-E,BD001053
STR017061,736,VASSALL ROAD 101 A-E,BD001104
STR017062,886,VASSALL ROAD ,
STR017063,511,VASSALL ROAD ,
STR017064,718,VASSALL ROAD 107 A-E,BD003513
STR017065,718,VASSALL ROAD 109 A-E,BD001038
STR017066,718,VASSALL ROAD 111 A-E,BD001039
STR017067,736,VASSALL ROAD 113 A-E,BD001040
STR017068,462,VASSALL ROAD ,
STR017069,585,VASSALL ROAD 110 A-D,BD001121
STR017070,566,VASSALL ROAD ,
STR017071,502,VASSALL ROAD 121 FLATS 1 B C&D,BD001042
STR017072,436,VASSALL ROAD 123 A-D,BD003580
STR017073,678,PENFORD STREET ,
STR017074,686,PENFORD STREET ,BD000989
STR017075,686,PENFORD STREET ,BD000993
STR017076,637,PENFORD STREET ,
STR017078,270,KNATCHBULL ROAD,
STR017079,520,KNATCHBULL ROAD,BD001007
STR017080,520,KNATCHBULL ROAD,BD001008
STR017081,520,KNATCHBULL ROAD,
STR017082,508,KNATCHBULL ROAD,
STR017083,524,PAULET ROAD ,
STR017084,422,PAULET ROAD ,BD000888
STR017085,705,PAULET ROAD 99 FLATS 1-4,BD000889
STR017086,417,PAULET ROAD ,
STR017087,422,PAULET ROAD ,
STR017088,321,PAULET ROAD ,
STR017089,572,TEMPLAR STREET,BD000815
STR017090,509,TEMPLAR STREET,BD003336
STR017091,591,BRIXTON ROAD ,
STR017092,709,BRIXTON ROAD ,BD000900
STR017093,600,BRIXTON ROAD ,BD000901
STR017094,604,BRIXTON ROAD ,BD000903
STR017095,687,BRIXTON ROAD ,BD000898
STR017096,811,FLODDEN ROAD 24 FLAT 1-3,BD000873
STR017097,958,KNATCHBULL ROAD ,BD003567
STR017098,748,MOSTYN ROAD 5 FLAT 1-5,BD000906
STR017099,422,PAULET ROAD,BD000891
STR017100,413,PAULET ROAD,BD003602
STR017101,418,PAULET ROAD,
STR017102,528,PAULET ROAD 133 FLATS 1 2&3,BD000861
STR017103,418,PAULET ROAD,BD000892
STR017104,301,RUSSELL GROVE ,
STR017105,301,RUSSELL GROVE ,
STR017106,301,RUSSELL GROVE ,
STR017107,301,RUSSELL GROVE ,
STR017108,301,RUSSELL GROVE ,
STR017109,706,VASSALL ROAD ,
STR017110,710,VASSALL ROAD 78 FLATS 1-4,BD003596
STR017111,501,WELBY STREET,BD000997
STR017112,456,WELBY STREET ,
STR017114,2344,SOUTHWELL ROAD (5-7),BD000474
STR017115,182,LOUGHBOROUGH ROAD ,BD000859
STR017117,436,GLENELG ROAD ,BD003418
STR017118,434,FERNDALE ROAD,BD002471
STR017119,434,FERNDALE ROAD,BD002472
STR017120,338,HAWARDEN GROVE ,BD001748
STR017122,515,BROXHOLM ROAD 87 FLAT 1-3,BD001763
STR017123,513,KNOLLYS ROAD ,BD003423
STR017124,322,ARLINGFORD ROAD ,
STR017125,434,BRAILSFORD ROAD ,BD000922
STR017126,434,BRAILSFORD ROAD,
STR017127,569,BRAILSFORD ROAD ,
STR017128,334,ARLINGFORD ROAD ,
STR017129,519,ARLINGFORD ROAD ,
STR017130,417,ARLINGFORD ROAD ,
STR017131,380,ARLINGFORD ROAD ,BD000916
STR017132,446,ARLINGFORD ROAD ,BD000918
STR017133,434,ARLINGFORD ROAD ,
STR017134,603,ARLINGFORD ROAD ,BD003700
STR017136,603,BRAILSFORD ROAD ,
STR017137,492,BRAILSFORD ROAD,
STR017139,627,FITZALAN STREET 76 FLAT 1-3,BD003128
STR017140,627,FITZALAN STREET 77 FLAT 1-3,BD003129
STR017141,627,FITZALAN STREET 74 FLAT 1-3,BD003130
STR017142,223,FITZALAN STREET 75 FLAT 1-3,
STR017143,569,CLAPHAM ROAD 54 FLATS 1 2&3,BD003413
STR017144,582,CLAPHAM ROAD 58 FLATS 1 2&3,BD003015
STR017146,347,HARLEYFORD ROAD,BD002984
STR017147,426,HARLEYFORD ROAD,
STR017149,202,TRADESCANT ROAD ,BD000186
STR017150,546,TEMPLAR STREET ,BD000998
STR017151,258,JEFFREYS ROAD ,
STR017162,596,LOUGHBOROUGH PARK ,BD000893
STR017163,1033,KELLETT ROAD FLATS 1-5 HOUSE NO S 21-23,BD000937
STR017164,459,KELLETT ROAD ,
STR017165,1033,KELLETT ROAD FLATS 1-5 HOUSE NO S 29-31,BD000938
STR017166,459,KELLETT ROAD,BD000939
STR017174,98,MAYALL ROAD,BD003601
STR017176,215,RAILTON ROAD ,BD000950
STR017177,384,COLDHARBOUR LANE ,
STR017178,420,KELLETT ROAD 56 FLATS A-C,BD000943
STR017179,434,KELLETT ROAD,BD000944
STR017180,499,KELLETT ROAD 67 FLAT 1-3,BD000945
STR017181,407,KELLETT ROAD,
STR017182,453,KELLETT ROAD 77 FLATS 1-3,BD003420
STR017183,462,"KELLET ROAD 79, FLATS 1-3",BD000946
STR017185,411,SALTOUN ROAD 46 FLAT 1-3,BD000954
STR017186,445,SALTOUN ROAD ,BD000955
STR017187,420,SALTOUN ROAD ,
STR017189,459,KELLETT ROAD ,BD000942
STR017191,523,KELLETT ROAD ,
STR017192,430,MERVAN ROAD,BD001025
STR017193,516,GRESHAM ROAD,BD000816
STR017194,524,GRESHAM ROAD ,
STR017195,827,ST JOHNS CRESCENT 12 FLATS A-C,BD003360
STR017197,479,NORWOOD ROAD ,BD001875
STR017198,338,ASHURST GARDENS,BD001747
STR017207,532,PINFOLD ROAD ,BD003231
STR017208,409,BARCOMBE AVENUE,BD002085
STR017209,560,BALDRY GARDENS ,
STR017210,376,BARCOMBE AVENUE,BD001914
STR017211,392,BARCOMBE AVENUE,BD003256
STR017212,368,BARCOMBE AVENUE,
STR017213,368,BARCOMBE AVENUE,
STR017214,368,BARCOMBE AVENUE,
STR017215,359,BARCOMBE AVENUE,
STR017216,346,BARCOMBE AVENUE,BD001915
STR017217,354,BARCOMBE AVENUE,BD001916
STR017218,359,BARCOMBE AVENUE,
STR017219,359,BARCOMBE AVENUE,
STR017220,405,BARCOMBE AVENUE,BD001917
STR017221,392,BARCOMBE AVENUE,BD002080
STR017223,368,BARCOMBE AVENUE,
STR017224,400,BARCOMBE AVENUE,
STR017225,148,BARCOMBE AVENUE,
STR017226,350,BARCOMBE AVENUE,
STR017227,392,BARCOMBE AVENUE,BD001918
STR017228,507,BARCOMBE AVENUE,BD002083
STR017229,396,BARCOMBE AVENUE,
STR017230,480,BARCOMBE AVENUE,BD001944
STR017231,173,BARCOMBE AVENUE,
STR017232,198,GLENEAGLE ROAD ,
STR017233,223,GLENEAGLE ROAD ,
STR017235,434,JASPER ROAD ,BD001744
STR017236,232,JASPER ROAD ,
STR017237,447,JASPER ROAD ,BD003446
STR017238,439,JASPER ROAD ,BD003445
STR017239,502,JASPER ROAD ,
STR017241,236,JASPER ROAD ,
STR017242,476,JASPER ROAD ,BD002088
STR017243,545,GREYHOUND LANE ,
STR017251,3188,BALY HOUSE (27-38),BD002123
STR017252,2676,DESPARD HOUSE (19-30),BD002128
STR017253,2676,DUCAVEL HOUSE (27-38),BD002127
STR017254,2296,DUCAVEL HOUSE (39-46),BD002127
STR017255,3188,PONTON HOUSE (27-38),BD002129
STR017256,10108,HYPERION HOUSE (37-74),BD000521
STR017271,1715,KINGSLEY HOUSE (9-16),
STR017272,1185,RASHLEIGH COURT (E-J),BD000056
STR017273,1395,RASHLEIGH COURT (K-P),BD000056
STR017274,1581,WOOD HOUSE (9-16),BD000004
STR017275,2192,DALEMAIN HOUSE (9-16),BD000302
STR017276,5436,DARTINGTON HOUSE (23-44),BD000305
STR017277,1960,FALLODON HOUSE (9-16),BD000304
STR017278,1856,FALLODON HOUSE (17-24),BD000304
STR017279,3955,RUSHTON HOUSE (39-56),BD000290
STR017280,10037,RUSHTON HOUSE (57-102),BD000290
STR017281,1772,"ALLINGTON COURT (1-3,10-12)",BD000321
STR017282,1772,"ALLINGTON COURT (7-9,16-18)",BD000321
STR017283,1772,"FOVANT COURT (1-3,10-12)",BD000322
STR017284,1772,"FOVANT COURT (7-9,16-18)",BD000322
STR017285,942,"ILSLEY COURT (3-5,17-19)",BD000319
STR017286,1720,"ILSLEY COURT (6-9,20-23)",BD000319
STR017287,942,"ILSLEY COURT (10-12,24-26)",BD000319
STR017288,860,"ILSLEY COURT (13-14,27-28)",BD000319
STR017289,1772,"WELFORD COURT (1-3,10-12)",BD000320
STR017290,1772,"WELFORD COURT (7-9,16-18)",
STR017291,9475,"SHARP HOUSE 1-6,7-14,18-25,29-36,40-47",BD000315
STR017292,6860,"SHORE HOUSE 1-4,10-15,27-32,44-49,61-66",BD000316
STR017293,4666,"SHORE HOUSE 6-9,17-20,33-37,51-54,68-71",BD000316
STR017299,351,COBURG CRESCENT,BD002092
STR017301,351,COBURG CRESCENT,BD002102
STR017303,351,COBURG CRESCENT,BD002103
STR017305,223,COBURG CRESCENT,BD002121
STR017310,422,HEATH ROAD (163-165),
STR017311,490,HEATHER CLOSE (20-21),
STR017312,490,HEATHER CLOSE (22-23),
STR017313,490,HEATHER CLOSE (11-12),
STR017314,372,HEATH ROAD 80-82,BD000125
STR017315,446,GASKELL STREET (67-69),
STR017316,446,GASKELL STREET (71-73),
STR017317,446,GASKELL STREET (63-65),BD000118
STR017318,446,GASKELL STREET (137-139),
STR017319,446,GASKELL STREET (133-135),
STR017320,446,GASKELL STREET (129-131),BD000123
STR017321,490,ROBERTSON STREET (6-8),
STR017322,490,ROBERTSON STREET (34-36),
STR017323,422,ROBERTSON STREET (54-56),BD000174
STR017324,422,ROBERTSON STREET (58-60),
STR017325,1224,"SHORE HOUSE 5,16,50,67",BD000316
STR017326,448,OLD TOWN ,BD000240
STR017327,380,OLD TOWN ,BD000240
STR017328,435,POYNDERS ROAD ,
STR017329,552,KILLIESER AVENUE ,
STR017330,987,SALFORD ROAD 50 FLATS 1-4 & A,BD002477
STR017331,388,SALFORD ROAD,BD002428
STR017332,510,SALFORD ROAD,
STR017333,794,TIERNEY ROAD,BD002550
STR017334,396,IVELEY ROAD (13-15),BD000239
STR017335,396,IVELEY ROAD (17-19),BD000239
STR017336,396,IVELEY ROAD (21-23),
STR017337,445,ST GOTHARD ROAD ,
STR017338,445,ST GOTHARD ROAD 47 1-3,BD001862
STR017339,445,ST GOTHARD ROAD 49 FLATS 1 2&3,BD001863
STR017341,644,ALEXANDRA DRIVE,BD001844
STR017345,219,ROMMANY ROAD ,
STR017346,633,CHAMPNESS CLOSE (13-15),BD001552
STR017347,245,LANSDOWNE GARDENS ,
STR017349,2573,HOLDSWORTH HOUSE (11-20),BD001082
STR017350,2583,BRERETON HOUSE (11-20),BD001069
STR017351,1612,MACKIE HOUSE (7-12),BD001019
STR017352,1612,MACKIE HOUSE (13-18),BD001020
STR017353,1612,MACKIE HOUSE (19-24),BD001020
STR017354,446,CALIDORE CLOSE (53-56),
STR017355,223,CALIDORE CLOSE ,
STR017356,3129,HOGARTH HOUSE (7-20),BD001262
STR017359,430,DURNING ROAD (49-51),BD001153
STR017360,266,STERNHOLD AVENUE ,BD002442
STR017361,274,STERNHOLD AVENUE ,BD002442
STR017362,274,STERNHOLD AVENUE ,BD003346
STR017363,743,KIRKSTALL ROAD ,BD002519
STR017365,447,BRIXTON WATER ALNE ,BD000926
STR017366,683,EFFRA ROAD ,BD000932
STR017368,418,RATTRAY ROAD ,BD000953
STR017369,380,RATTRAY ROAD ,BD000953
STR017370,372,RATTRAY ROAD ,BD000953
STR017371,491,SALTOUN ROAD 35 FLAT 1-3,BD000959
STR017372,499,SALTOUN ROAD 37 FLATS 1-3,BD000960
STR017374,207,BRIXTON ROAD ,
STR017375,1436,BRIXTON ROAD ,
STR017377,508,BRIXTON ROAD ,
STR017379,888,ST JOHNS CRESCENT 8 FLATS A-C,BD003358
STR017442,1338,FOXLEY SQUARE (53-62),BD000652
STR017443,1115,FOXLEY SQUARE (63-67),
STR017444,232,FARQUHAR ROAD ,BD003568
STR017445,232,FARQUHAR ROAD ,
STR017446,219,FARQUHAR ROAD ,
STR017447,232,FARQUHAR ROAD ,
STR017448,219,FARQUHAR ROAD ,BD003569
STR017449,219,FARQUHAR ROAD ,BD003569
STR017450,232,FARQUHAR ROAD ,
STR017451,232,FARQUHAR ROAD ,
STR017452,404,HERNE HILL ROAD 88-90,BD000784
STR017453,404,HERNE HILL ROAD 92-94,BD000785
STR017454,355,HERNE HILL ROAD 96-98,BD000786
STR017455,227,HERNE HILL ROAD ,BD000787
STR017456,520,HERNE HILL ROAD 104-106,BD000788
STR017458,384,HERNE HILL,BD000789
STR017459,454,HERNE HILL ROAD 114-116,BD000790
STR017460,446,HERNE HILL ROAD (118-120),
STR017461,429,HERNE HILL ROAD (122-124),
STR017462,442,HERNE HILL ROAD (126-128),BD000791
STR017463,290,MATLOCK CLOSE ,
STR017464,290,MATLOCK CLOSE ,
STR017465,290,MATLOCK CLOSE ,
STR017466,580,MATLOCK CLOSE ,
STR017467,290,MATLOCK CLOSE ,
STR017468,290,MATLOCK CLOSE ,
STR017469,290,MATLOCK CLOSE ,
STR017470,290,MATLOCK CLOSE ,
STR017471,290,MATLOCK CLOSE ,
STR017472,314,FITCH COURT ,
STR017473,4526,FITCH COURT (2-18),
STR017474,1330,FITCH COURT (19-23),
STR017475,3272,FITCH COURT (24-35),
STR017477,9262,SOUTHWYCK HOUSE(BLK2),BD000655
STR017478,9262,SOUTHWYCK HOUSE(BLK3),BD000655
STR017479,9520,SOUTHWYCK HOUSE(BLK4),BD000655
STR017480,9262,SOUTHWYCK HOUSE(BLK5),BD000655
STR017481,8306,SOUTHWYCK HOUSE(BLK6),BD000655
STR017482,588,CLAPHAM MANOR STREET,BD000039
STR017483,858,CLAPHAM MANOR STREET,
STR017484,417,CLAPHAM MANOR STREET,
STR017485,417,CLAPHAM MANOR STREET,BD000210
STR017486,421,CLAPHAM MANOR STREET,BD003291
STR017489,417,CLAPHAM MANOR STREET,
STR017490,545,SIBELLA ROAD ,BD000231
STR017491,607,SIBELLA ROAD ,
STR017492,422,CLAPHAM MANOR STREET,BD000208
STR017493,314,CALAIS STREET ,
STR017495,298,CALAIS STREET,
STR017500,426,DEERDALE ROAD,BD000794
STR017501,426,DEERDALE ROAD,BD000795
STR017502,207,DEERDALE ROAD,
STR017503,409,DEERDALE ROAD,BD000796
STR017504,384,DEERDALE ROAD,BD000798
STR017505,454,DEERDALE ROAD,BD000800
STR017506,421,DEERDALE ROAD (25-27),
STR017507,401,DEERDALE ROAD (29-31),
STR017508,425,DEERDALE ROAD (33-35),
STR017509,388,DEERDALE ROAD (37-39),
STR017510,302,CHERRY LAUREL WALK,BD000704
STR017511,211,TASMAN ROAD ,
STR017512,211,TASMAN ROAD ,
STR017513,219,TASMAN ROAD ,
STR017515,211,TASMAN ROAD ,
STR017519,367,LOWDEN ROAD ,
STR017524,190,BARNWELL ROAD ,
STR017526,397,ST JAMES CRESCENT ,BD000543
STR017527,338,ST JAMES CRESCENT ,
STR017529,340,MAYALL ROAD ,
STR017531,397,ANGELL PARK GARDEN ,
STR017532,384,ANGELL PARK GARDEN ,
STR017533,397,ANGELL PARK GARDEN ,
STR017535,376,OAKBANK GROVE 3-5,BD000805
STR017536,421,OAKBANK GROVE (7-9),
STR017537,396,OAKBANK GROVE 11-13,BD000807
STR017538,421,OAKBANK GROVE (15-17),
STR017539,429,OAKBANK GROVE 19-21,BD000809
STR017540,401,OAKBANK GROVE (23-25),
STR017541,376,OAKBANK GROVE 27-29,BD000811
STR017542,421,OAKBANK GROVE (31-33),
STR017543,376,OAKBANK GROVE (35-37),
STR017544,376,OAKBANK GROVE (39-41),
STR017545,421,OAKBANK GROVE,BD000813
STR017546,421,OAKGROVE (47-49),
STR017547,376,OAKBANK GROVE (51-53),
STR017548,376,OAKBANK GROVE 55-57,BD000814
STR017549,405,OAKBANK GROVE (2-4),
STR017550,396,OAKBANK GROVE 6-8,BD000806
STR017551,421,OAKBANK GROVE (10-12),
STR017552,421,OAKBANK GROVE 14-16,BD000808
STR017553,421,OAKBANK GROVE 18-20,BD000810
STR017554,421,OAKBANK GROVE (22-24),
STR017555,409,OAKBANK GROVE (26-28),
STR017556,421,OAKBANK GROVE (30-32),
STR017557,405,OAKBANK GROVE 34-36,BD000812
STR017558,426,DEERDALE ROAD,BD000793
STR017559,426,DEERDALE ROAD (6-8),
STR017560,426,DEERDALE ROAD (10-12),
STR017561,426,DEERDALE ROAD,BD000797
STR017562,384,DEERDALE ROAD,BD000799
STR017563,401,DEERDALE ROAD (22-24),
STR017564,376,DEERDALE ROAD,BD000801
STR017565,454,DEERDALE ROAD,BD000802
STR017566,426,DEERDALE ROAD (34-36),
STR017567,450,DEERDALE ROAD ,BD000803
STR017568,446,DEERDALE ROAD ,BD000804
STR017569,376,WOODQUES AVENUE ,
STR017570,290,MARCUS GARVEY WAY ,
STR017571,278,OBORNE CLOSE ,
STR017576,250,MARCUS GARVEY WAY ,
STR017577,355,COLDHARBOUR LANE ,BD000876
STR017580,140,BARNWELL ROAD ,
STR017581,182,BARNWELL ROAD ,
STR017584,152,BARNWELL ROAD ,
STR017585,152,BARNWELL ROAD ,
STR017586,148,BARNWELL ROAD ,
STR017587,198,BARNWELL ROAD ,
STR017588,198,BARNWELL ROAD ,
STR017589,198,BARNWELL ROAD ,
STR017592,332,SHAKESPEARE ROAD ,
STR017593,276,SHAKESPEARE ROAD ,BD000722
STR017594,351,SHAKESPEARE ROAD ,
STR017595,276,SHAKESPEARE ROAD ,
STR017598,351,SHAKESPEARE ROAD ,BD000728
STR017599,276,SHAKESPEARE ROAD ,
STR017601,262,RAILTON ROAD ,
STR017604,278,BOB MARLEY WAY ,
STR017605,306,BOB MARLEY ROAD ,
STR017607,262,BOB MARLEY ROAD ,
STR017608,334,BOB MARLEY WAY ,
STR017609,310,BOB MARLEY WAY ,
STR017614,298,PARK HILL ,
STR017615,298,PARK HILL ,BD002194
STR017616,334,PARK HILL ,BD002194
STR017617,298,PARK HILL ,
STR017618,266,PARK HILL ,
STR017619,266,PARK HILL ,
STR017620,266,PARK HILL ,
STR017621,223,TINDALL STREET ,BD003542
STR017622,223,TINDALL STREET ,
STR017623,223,TINDALL STREET ,
STR017624,223,TINDALL STREET ,
STR017625,223,TINDALL STREET ,
STR017626,223,TINDALL STREET ,BD003542
STR017627,223,TINDALL STREET ,
STR017628,306,HAMMELTON GREEN ,BD000629
STR017629,306,HAMMELTON GREEN ,
STR017630,306,HAMMELTON GREEN ,BD000629
STR017631,306,HAMMELTON GREEN ,
STR017632,306,HAMMELTON GREEN ,BD000629
STR017633,306,HAMMELTON GREEN ,
STR017634,306,HAMMELTON GREEN ,
STR017635,306,HAMMELTON GREEN ,
STR017636,306,HAMMELTON GREEN ,BD000630
STR017637,306,HAMMELTON GREEN ,
STR017638,306,HAMMELTON GREEN ,
STR017639,306,HAMMELTON GREEN ,BD000630
STR017640,136,VASSALL ROAD ,
STR017641,240,PAULET ROAD ,BD000890
STR017643,521,UPSTALL STREET ,
STR017644,493,WELBY STREET ,BD000962
STR017645,232,PENFORD STREET ,
STR017646,245,PENFORD STREET ,
STR017647,190,PENFORD STREET ,
STR017650,286,RAILTON ROAD,
STR017651,278,RAILTON ROAD,
STR017652,278,RAILTON ROAD,
STR017653,274,RAILTON ROAD,
STR017654,262,RAILTON ROAD,
STR017655,262,RAILTON ROAD,BD000657
STR017657,278,OBORNE CLOSE ,
STR017658,278,OBORNE CLOSE ,BD000735
STR017659,338,BLACK TREE MEWS ,BD000528
STR017660,326,BLACK TREE MEWS ,
STR017661,326,BLACK TREE MEWS ,BD000529
STR017662,326,BLACK TREE MEWS ,
STR017663,326,BLACK TREE MEWS ,
STR017664,326,BLACK TREE MEWS ,
STR017665,326,BLACK TREE MEWS ,
STR017666,326,BLACK TREE MEWS ,
STR017667,245,WILTSHIRE ROAD ,
STR017668,245,WILTSHIRE ROAD ,
STR017670,245,WILTSHIRE ROAD ,
STR017672,245,WILTSHIRE ROAD ,
STR017673,245,WILTSHIRE ROAD ,
STR017674,384,MALLAMS MEWS ,
STR017675,384,MALLAMS MEWS ,BD000546
STR017676,384,MALLAMS MEWS ,
STR017677,384,MALLAMS MEWS ,
STR017678,384,MALLAMS MEWS ,
STR017679,384,MALLAMS MEWS ,BD000547
STR017680,384,MALLAMS MEWS ,BD000548
STR017681,384,MALLAMS MEWS ,BD000549
STR017682,384,MALLAMS MEWS ,BD000550
STR017683,384,MALLAMS MEWS ,
STR017684,384,MALLAMS MEWS ,
STR017685,384,MALLAMS MEWS ,
STR017686,384,MALLAMS MEWS ,BD000551
STR017687,384,MALLAMS MEWS ,
STR017688,384,MALLAMS MEWS ,
STR017689,384,MALLAMS MEWS ,
STR017690,384,MALLAMS MEWS ,
STR017691,384,MALLAMS MEWS ,BD000552
STR017692,384,MALLAMS MEWS ,
STR017693,274,BOB MARLEY WAY ,
STR017694,262,BOB MARLEY WAY ,
STR017695,262,BOB MARLEY WAY ,BD000664
STR017698,262,MARCUS GARVEY WAY,BD000660
STR017699,278,MARCUS GARVEY WAY,
STR017700,278,MARCUS GARVEY WAY,
STR017701,207,BRIXTON ROAD ,
STR017702,227,HERNE HILL ROAD ,BD000787
STR017703,290,MATLICK CLOSE ,
STR017704,290,MATLICK CLOSE ,
STR017705,290,MATLICK CLOSE ,
STR017706,290,MATLICK CLOSE ,
STR017707,290,MATLICK CLOSE ,
STR017708,290,MATLICK CLOSE ,
STR017709,290,MATLICK CLOSE ,
STR017710,290,MATLICK CLOSE ,
STR017711,290,MATLICK CLOSE ,
STR017712,290,MATLICK CLOSE ,
STR017713,290,MATLICK CLOSE ,
STR017714,290,MATLICK CLOSE ,
STR017715,384,ANGELL ROAD ,
STR017716,397,ANGELL ROAD ,
STR017717,384,ANGELL ROAD ,
STR017718,397,ANGELL ROAD ,
STR017719,338,ST JAMES CRESCENT ,BD000733
STR017720,397,ANGELL PARK GARDENS ,
STR017721,290,MATLOCK CLOSE ,
STR017722,227,DEERDALE ROAD ,
STR017723,367,LOWDEN ROAD ,
STR017725,355,LOWDEN ROD ,
STR017726,355,LOWDEN ROAD ,
STR017727,768,ST JAMES CRESCENT ,BD000542
STR017728,338,ST JAMES CRESCENT ,
STR017729,338,ST JAMES CRESCENT ,
STR017730,338,ST JAMES CRESCENT ,
STR017731,338,ST JAMES CRESCENT ,BD000732
STR017733,384,ANGELL PARK GARDENS ,
STR017734,397,ANGELL PARK GARDENS ,
STR017736,376,WOODQUEST AVENUE ,
STR017737,376,WOODQUEST AVENUE ,
STR017738,376,WOODQUEST AVENUE ,
STR017739,376,WOODQUEST AVENUE ,
STR017741,278,MARCUS GARVEY WAY ,
STR017742,278,MARCUS GARVEY WAY ,
STR017743,278,MARCUS GARVEY WAY ,
STR017744,278,OBORNE CLOSE ,BD000739
STR017745,278,OBORNE CLOSE ,
STR017746,278,OBORNE CLOSE ,
STR017747,278,OBORNE CLOSE ,
STR017748,278,OBORNE CLOSE ,BD000739
STR017750,304,SHAKESPEARE ROAD ,
STR017751,351,SHAKESPEARE ROAD ,
STR017752,276,SHAKESPEARE ROAD ,
STR017753,332,SHAKESPEARE ROAD ,
STR017754,332,SHAKESPEARE ROAD ,BD000723
STR017755,351,SHAKESPEARE ROAD ,BD000724
STR017756,276,SHAKESPEARE ROAD ,
STR017757,304,SHAKESPEARE ROAD ,
STR017758,332,SHAKESPEARE ROAD ,BD000725
STR017759,332,SHAKESPEARE ROAD ,BD000726
STR017760,355,SHAKESPEARE ROAD ,
STR017762,276,SHAKESPEARE ROAD ,
STR017763,332,SHAKESPEARE ROAD ,
STR017764,332,SHAKESPEARE ROAD ,
STR017766,351,SHAKESPEARE ROAD ,
STR017767,332,SHAKESPEARE ROAD ,BD000730
STR017769,355,SHAKESPEARE ROAD ,
STR017770,262,RAILTON ROAD ,
STR017771,262,RAILTON ROAD ,
STR017772,262,RAILTON ROAD ,
STR017773,262,RAILTON ROAD ,
STR017774,278,BOB MARLEY ROAD ,
STR017775,306,BOB MARLEY ROAD ,BD000662
STR017776,306,BOB MARLEY ROAD ,
STR017778,250,BOB MARLEY ROAD ,
STR017779,262,BOB MARLEY ROAD ,
STR017780,262,BOB MARLEY ROAD ,
STR017792,1648,GRASMERE ROAD (7-15),BD001349
STR017799,544,RITA ROAD,BD003005
STR017802,510,PAULET ROAD ,
STR017817,477,JEFFREYS ROAD ,
STR017818,250,JEFFREYS ROAD ,BD000021
STR017826,140,BURTON ROAD ,BD0003588
STR017827,186,HEATH ROAD ,
STR017828,,HUBERT GROVE ,
STR017831,326,BOWLANDS ROAD ,BD002354
STR017836,227,CRESSET STREET ,BD000041
STR017841,219,HASELRIGGE ROAD ,BD002371
STR017865,136,STRATHLEVEN ROAD,
STR017866,207,KELLET ROAD ,
STR017868,785,KELLET ROAD ,
STR017869,772,ARLINGFORD ROAD ,BD003401
STR017871,454,LEANDER ROAD ,BD000769
STR017874,481,DEERBROOK ROAD ,BD003298
STR017881,144,DANBROOK ROAD ,
STR017882,443,NORTHANGER ROAD ,BD001803
STR017883,430,DANBROOK ROAD ,
STR017884,430,DANBROOK ROAD ,
STR017885,144,DANBROOK ROAD ,BD001868
STR017888,165,KNIGHTS HILL ,
STR017894,388,JASPER ROAD ,BD003657
STR017895,447,JASPER ROAD ,BD003581
STR017896,207,JASPER ROAD ,
STR017897,644,ALEXANDRA DRIVE ,BD003563
STR017900,,FARQUHAR ROAD,BD003659
STR017901,465,FARQUHAR ROAD,BD003612
STR017906,384,WINSLADE ROAD,
STR017907,1632,VICTORIA RISE 133-143 ODD,BD000334
STR017908,1732,VICTORIA RISE 145-155 ODD,BD000335
STR017909,1632,VICTORIA RISE 157-167 ODD,BD000336
STR017910,1692,VICTORIA RISE 18-28 EVEN,BD000339
STR017911,681,PECKORD PLACE 76-80 EVEN,BD003399
STR017912,434,TASMAN ROAD ,BD003718
STR017915,232,LANDOR ROAD ,BD000250
STR017916,326,BLACK TREE MEWS ,
STR017917,326,BLACK TREE MEWS ,
STR017918,338,BLACK TREE MEWS ,
STR017920,456,LANDOR ROAD ,BD000250
STR017921,314,GOLDSBROUGH ROAD,BD003441
STR017925,262,MARCUS GARVEY WAY,BD000659
STR017927,472,BABINGTON ROAD ,
STR017931,278,BOB MARLEY WAY ,
STR017934,1332,SANDERSHOUSE (7-12),BD001193
